vid_name,label,use?
1_1_16_3_8,16,True
1_1_16_3_9,16,True
1_1_16_4_0,16,True
1_1_16_4_1,16,True
1_1_16_4_2,16,True
1_1_16_4_3,16,True
1_1_16_4_4,16,True
1_1_16_4_5,16,True
1_1_16_4_6,16,True
1_1_16_4_7,16,True
1_1_16_4_8,16,True
1_1_16_4_9,16,True
1_1_16_5_0,16,True
1_1_16_5_1,16,True
1_1_16_5_2,16,True
1_1_16_5_3,16,True
1_1_16_5_4,16,True
1_1_16_5_5,16,True
1_1_16_5_6,16,True
1_1_16_5_7,16,True
1_1_16_5_8,16,True
1_1_16_5_9,16,True
1_1_17_0_0,17,False
1_1_17_0_1,17,False
1_1_17_0_2,17,False
1_1_17_0_3,17,False
1_1_17_0_4,17,False
1_1_17_0_5,17,False
1_1_17_0_6,17,False
1_1_17_0_7,17,False
1_1_17_0_8,17,False
1_1_17_0_9,17,False
1_1_17_1_0,17,True
1_1_17_1_1,17,True
1_1_17_1_2,17,True
1_1_17_1_3,17,True
1_1_17_1_4,17,True
1_1_17_1_5,17,True
1_1_17_1_6,17,True
1_1_17_1_7,17,True
1_1_17_1_8,17,True
1_1_17_1_9,17,True
1_1_17_2_0,17,True
1_1_17_2_1,17,True
1_1_17_2_2,17,True
1_1_17_2_3,17,True
1_1_17_2_4,17,True
1_1_17_2_5,17,True
1_1_17_2_6,17,True
1_1_17_2_7,17,True
1_1_17_2_8,17,True
1_1_17_2_9,17,True
1_1_17_3_0,17,True
1_1_17_3_1,17,True
1_1_17_3_2,17,True
1_1_17_3_3,17,True
1_1_17_3_4,17,True
1_1_17_3_5,17,True
1_1_17_3_6,17,True
1_1_17_3_7,17,True
1_1_17_3_8,17,True
1_1_17_3_9,17,True
1_1_17_4_0,17,True
1_1_17_4_1,17,True
1_1_17_4_2,17,True
1_1_17_4_3,17,True
1_1_17_4_4,17,True
1_1_17_4_5,17,True
1_1_17_4_6,17,True
1_1_17_4_7,17,True
1_1_17_4_8,17,True
1_1_17_4_9,17,True
1_1_17_5_0,17,True
1_1_17_5_1,17,True
1_1_17_5_2,17,True
1_1_17_5_3,17,True
1_1_17_5_4,17,True
1_1_17_5_5,17,True
1_1_17_5_6,17,True
1_1_17_5_7,17,True
1_1_17_5_8,17,True
1_1_17_5_9,17,True
1_1_18_0_0,18,False
1_1_18_0_1,18,False
1_1_18_0_2,18,False
1_1_18_0_3,18,False
1_1_18_0_4,18,False
1_1_18_0_5,18,False
1_1_18_0_6,18,False
1_1_18_0_7,18,False
1_1_18_0_8,18,False
1_1_18_0_9,18,False
1_1_18_1_0,18,True
1_1_18_1_1,18,True
1_1_18_1_2,18,True
1_1_18_1_3,18,True
1_1_18_1_4,18,True
1_1_18_1_5,18,True
1_1_18_1_6,18,True
1_1_18_1_7,18,True
1_1_18_1_8,18,True
1_1_18_1_9,18,True
1_1_18_2_0,18,True
1_1_18_2_1,18,True
1_1_18_2_2,18,True
1_1_18_2_3,18,True
1_1_18_2_4,18,True
1_1_18_2_5,18,True
1_1_18_2_6,18,True
1_1_18_2_7,18,True
1_1_18_2_8,18,True
1_1_18_2_9,18,True
1_1_18_3_0,18,True
1_1_18_3_1,18,True
1_1_18_3_2,18,True
1_1_18_3_3,18,True
1_1_18_3_4,18,True
1_1_18_3_5,18,True
1_1_18_3_6,18,True
1_1_18_3_7,18,True
1_1_18_3_8,18,True
1_1_18_3_9,18,True
1_1_18_4_0,18,True
1_1_18_4_1,18,True
1_1_18_4_2,18,True
1_1_18_4_3,18,True
1_1_18_4_4,18,True
1_1_18_4_5,18,True
1_1_18_4_6,18,True
1_1_18_4_7,18,True
1_1_18_4_8,18,True
1_1_18_4_9,18,True
1_1_18_5_0,18,True
1_1_18_5_1,18,True
1_1_18_5_2,18,True
1_1_18_5_3,18,True
1_1_18_5_4,18,True
1_1_18_5_5,18,True
1_1_18_5_6,18,True
1_1_18_5_7,18,True
1_1_18_5_8,18,True
1_1_18_5_9,18,True
1_1_19_0_0,19,False
1_1_19_0_1,19,False
1_1_19_0_2,19,False
1_1_19_0_3,19,False
1_1_19_0_4,19,False
1_1_19_0_5,19,False
1_1_19_0_6,19,False
1_1_19_0_7,19,False
1_1_19_0_8,19,False
1_1_19_0_9,19,False
1_1_19_1_0,19,True
1_1_19_1_1,19,True
1_1_19_1_2,19,True
1_1_19_1_3,19,True
1_1_19_1_4,19,True
1_1_19_1_5,19,True
1_1_19_1_6,19,True
1_1_19_1_7,19,True
1_1_19_1_8,19,True
1_1_19_1_9,19,True
1_1_19_2_0,19,True
1_1_19_2_1,19,True
1_1_19_2_2,19,True
1_1_19_2_3,19,True
1_1_19_2_4,19,True
1_1_19_2_5,19,True
1_1_19_2_6,19,True
1_1_19_2_7,19,True
1_1_19_2_8,19,True
1_1_19_2_9,19,True
1_1_19_3_0,19,True
1_1_19_3_1,19,True
1_1_19_3_2,19,True
1_1_19_3_3,19,True
1_1_19_3_4,19,True
1_1_19_3_5,19,True
1_1_19_3_6,19,True
1_1_19_3_7,19,True
1_1_19_3_8,19,True
1_1_19_3_9,19,True
1_1_19_4_0,19,True
1_1_19_4_1,19,True
1_1_19_4_2,19,True
1_1_19_4_3,19,True
1_1_19_4_4,19,True
1_1_19_4_5,19,True
1_1_19_4_6,19,True
1_1_19_4_7,19,True
1_1_19_4_8,19,True
1_1_19_4_9,19,True
1_1_19_5_0,19,True
1_1_19_5_1,19,True
1_1_19_5_2,19,True
1_1_19_5_3,19,True
1_1_19_5_4,19,True
1_1_19_5_5,19,True
1_1_19_5_6,19,True
1_1_19_5_7,19,True
1_1_19_5_8,19,True
1_1_19_5_9,19,True
1_1_20_0_0,20,False
1_1_20_0_1,20,False
1_1_20_0_2,20,False
1_1_20_0_3,20,False
1_1_20_0_4,20,False
1_1_20_0_5,20,False
1_1_20_0_6,20,False
1_1_20_0_7,20,False
1_1_20_0_8,20,False
1_1_20_0_9,20,False
1_1_20_1_0,20,True
1_1_20_1_1,20,True
1_1_20_1_2,20,True
1_1_20_1_3,20,True
1_1_20_1_4,20,True
1_1_20_1_5,20,True
1_1_20_1_6,20,True
1_1_20_1_7,20,True
1_1_20_1_8,20,True
1_1_20_1_9,20,True
1_1_20_2_0,20,True
1_1_20_2_1,20,True
1_1_20_2_2,20,True
1_1_20_2_3,20,True
1_1_20_2_4,20,True
1_1_20_2_5,20,True
1_1_20_2_6,20,True
1_1_20_2_7,20,True
1_1_20_2_8,20,True
1_1_20_2_9,20,True
1_1_20_3_0,20,True
1_1_20_3_1,20,True
1_1_20_3_2,20,True
1_1_20_3_3,20,True
1_1_20_3_4,20,True
1_1_20_3_5,20,True
1_1_20_3_6,20,True
1_1_20_3_7,20,True
1_1_20_3_8,20,True
1_1_20_3_9,20,True
1_1_20_4_0,20,True
1_1_20_4_1,20,True
1_1_20_4_2,20,True
1_1_20_4_3,20,True
1_1_20_4_4,20,True
1_1_20_4_5,20,True
1_1_20_4_6,20,True
1_1_20_4_7,20,True
1_1_20_4_8,20,True
1_1_20_4_9,20,True
1_1_20_5_0,20,True
1_1_20_5_1,20,True
1_1_20_5_2,20,True
1_1_20_5_3,20,True
1_1_20_5_4,20,True
1_1_20_5_5,20,True
1_1_20_5_6,20,True
1_1_20_5_7,20,True
1_1_20_5_8,20,True
1_1_20_5_9,20,True
1_1_21_0_0,21,False
1_1_21_0_1,21,False
1_1_21_0_2,21,False
1_1_21_0_3,21,False
1_1_21_0_4,21,False
1_1_21_0_5,21,False
1_1_21_0_6,21,False
1_1_21_0_7,21,False
1_1_21_0_8,21,False
1_1_21_0_9,21,False
1_1_21_1_0,21,True
1_1_21_1_1,21,True
1_1_21_1_2,21,True
1_1_21_1_3,21,True
1_1_21_1_4,21,True
1_1_21_1_5,21,True
1_1_21_1_6,21,True
1_1_21_1_7,21,True
1_1_21_1_8,21,True
1_1_21_1_9,21,True
1_1_21_2_0,21,True
1_1_21_2_1,21,True
1_1_21_2_2,21,True
1_1_21_2_3,21,True
1_1_21_2_4,21,True
1_1_21_2_5,21,True
1_1_21_2_6,21,True
1_1_21_2_7,21,True
1_1_21_2_8,21,True
1_1_21_2_9,21,True
1_1_21_3_0,21,True
1_1_21_3_1,21,True
1_1_21_3_2,21,True
1_1_21_3_3,21,True
1_1_21_3_4,21,True
1_1_21_3_5,21,True
1_1_21_3_6,21,True
1_1_21_3_7,21,True
1_1_21_3_8,21,True
1_1_21_3_9,21,True
1_1_21_4_0,21,True
1_1_21_4_1,21,True
1_1_21_4_2,21,True
1_1_21_4_3,21,True
1_1_21_4_4,21,True
1_1_21_4_5,21,True
1_1_21_4_6,21,True
1_1_21_4_7,21,True
1_1_21_4_8,21,True
1_1_21_4_9,21,True
1_1_21_5_0,21,True
1_1_21_5_1,21,True
1_1_21_5_2,21,True
1_1_21_5_3,21,True
1_1_21_5_4,21,True
1_1_21_5_5,21,True
1_1_21_5_6,21,True
1_1_21_5_7,21,True
1_1_21_5_8,21,True
1_1_21_5_9,21,True
1_1_22_0_0,22,False
1_1_22_0_1,22,False
1_1_22_0_2,22,False
1_1_22_0_3,22,False
1_1_22_0_4,22,False
1_1_22_0_5,22,False
1_1_22_0_6,22,False
1_1_22_0_7,22,False
1_1_22_0_8,22,False
1_1_22_0_9,22,False
1_1_22_1_0,22,True
1_1_22_1_1,22,True
1_1_22_1_2,22,True
1_1_22_1_3,22,True
1_1_22_1_4,22,True
1_1_22_1_5,22,True
1_1_22_1_6,22,True
1_1_22_1_7,22,True
1_1_22_1_8,22,True
1_1_22_1_9,22,True
1_1_22_2_0,22,True
1_1_22_2_1,22,True
1_1_22_2_2,22,True
1_1_22_2_3,22,True
1_1_22_2_4,22,True
1_1_22_2_5,22,True
1_1_22_2_6,22,True
1_1_22_2_7,22,True
1_1_22_2_8,22,True
1_1_22_2_9,22,True
1_1_22_3_0,22,True
1_1_22_3_1,22,True
1_1_22_3_2,22,True
1_1_22_3_3,22,True
1_1_22_3_4,22,True
1_1_22_3_5,22,True
1_1_22_3_6,22,True
1_1_22_3_7,22,True
1_1_22_3_8,22,True
1_1_22_3_9,22,True
1_1_22_4_0,22,True
1_1_22_4_1,22,True
1_1_22_4_2,22,True
1_1_22_4_3,22,True
1_1_22_4_4,22,True
1_1_22_4_5,22,True
1_1_22_4_6,22,True
1_1_22_4_7,22,True
1_1_22_4_8,22,True
1_1_22_4_9,22,True
1_1_22_5_0,22,True
1_1_22_5_1,22,True
1_1_22_5_2,22,True
1_1_22_5_3,22,True
1_1_22_5_4,22,True
1_1_22_5_5,22,True
1_1_22_5_6,22,True
1_1_22_5_7,22,True
1_1_22_5_8,22,True
1_1_22_5_9,22,True
1_1_23_0_0,23,False
1_1_23_0_1,23,False
1_1_23_0_2,23,False
1_1_23_0_3,23,False
1_1_23_0_4,23,False
1_1_23_0_5,23,False
1_1_23_0_6,23,False
1_1_23_0_7,23,False
1_1_23_0_8,23,False
1_1_23_0_9,23,False
1_1_23_1_0,23,True
1_1_23_1_1,23,True
1_1_23_1_2,23,True
1_1_23_1_3,23,True
1_1_23_1_4,23,True
1_1_23_1_5,23,True
1_1_23_1_6,23,True
1_1_23_1_7,23,True
1_1_23_1_8,23,True
1_1_23_1_9,23,True
1_1_23_2_0,23,True
1_1_23_2_1,23,True
1_1_23_2_2,23,True
1_1_23_2_3,23,True
1_1_23_2_4,23,True
1_1_23_2_5,23,True
1_1_23_2_6,23,True
1_1_23_2_7,23,True
1_1_23_2_8,23,True
1_1_23_2_9,23,True
1_1_23_3_0,23,True
1_1_23_3_1,23,True
1_1_23_3_2,23,True
1_1_23_3_3,23,True
1_1_23_3_4,23,True
1_1_23_3_5,23,True
1_1_23_3_6,23,True
1_1_23_3_7,23,True
1_1_23_3_8,23,True
1_1_23_3_9,23,True
1_1_23_4_0,23,True
1_1_23_4_1,23,True
1_1_23_4_2,23,True
1_1_23_4_3,23,True
1_1_23_4_4,23,True
1_1_23_4_5,23,True
1_1_23_4_6,23,True
1_1_23_4_7,23,True
1_1_23_4_8,23,True
1_1_23_4_9,23,True
1_1_23_5_0,23,True
1_1_23_5_1,23,True
1_1_23_5_2,23,True
1_1_23_5_3,23,True
1_1_23_5_4,23,True
1_1_23_5_5,23,True
1_1_23_5_6,23,True
1_1_23_5_7,23,True
1_1_23_5_8,23,True
1_1_23_5_9,23,True
1_1_24_0_0,24,False
1_1_24_0_1,24,False
1_1_24_0_2,24,False
1_1_24_0_3,24,False
1_1_24_0_4,24,False
1_1_24_0_5,24,False
1_1_24_0_6,24,False
1_1_24_0_7,24,False
1_1_24_0_8,24,False
1_1_24_0_9,24,False
1_1_24_1_0,24,True
1_1_24_1_1,24,True
1_1_24_1_2,24,True
1_1_24_1_3,24,True
1_1_24_1_4,24,True
1_1_24_1_5,24,True
1_1_24_1_6,24,True
1_1_24_1_7,24,True
1_1_24_1_8,24,True
1_1_24_1_9,24,True
1_1_24_2_0,24,True
1_1_24_2_1,24,True
1_1_24_2_2,24,True
1_1_24_2_3,24,True
1_1_24_2_4,24,True
1_1_24_2_5,24,True
1_1_24_2_6,24,True
1_1_24_2_7,24,True
1_1_24_2_8,24,True
1_1_24_2_9,24,True
1_1_24_3_0,24,True
1_1_24_3_1,24,True
1_1_24_3_2,24,True
1_1_24_3_3,24,True
1_1_24_3_4,24,True
1_1_24_3_5,24,True
1_1_24_3_6,24,True
1_1_24_3_7,24,True
1_1_24_3_8,24,True
1_1_24_3_9,24,True
1_1_24_4_0,24,True
1_1_24_4_1,24,True
1_1_24_4_2,24,True
1_1_24_4_3,24,True
1_1_24_4_4,24,True
1_1_24_4_5,24,True
1_1_24_4_6,24,True
1_1_24_4_7,24,True
1_1_24_4_8,24,True
1_1_24_4_9,24,True
1_1_24_5_0,24,True
1_1_24_5_1,24,True
1_1_24_5_2,24,True
1_1_24_5_3,24,True
1_1_24_5_4,24,True
1_1_24_5_5,24,True
1_1_24_5_6,24,True
1_1_24_5_7,24,True
1_1_24_5_8,24,True
1_1_24_5_9,24,True
1_1_25_0_0,25,False
1_1_25_0_1,25,False
1_1_25_0_2,25,False
1_1_25_0_3,25,False
1_1_25_0_4,25,False
1_1_25_0_5,25,False
1_1_25_0_6,25,False
1_1_25_0_7,25,False
1_1_25_0_8,25,False
1_1_25_0_9,25,False
1_1_25_1_0,25,True
1_1_25_1_1,25,True
1_1_25_1_2,25,True
1_1_25_1_3,25,True
1_1_25_1_4,25,True
1_1_25_1_5,25,True
1_1_25_1_6,25,True
1_1_25_1_7,25,True
1_1_25_1_8,25,True
1_1_25_1_9,25,True
1_1_25_2_0,25,True
1_1_25_2_1,25,True
1_1_25_2_2,25,True
1_1_25_2_3,25,True
1_1_25_2_4,25,True
1_1_25_2_5,25,True
1_1_25_2_6,25,True
1_1_25_2_7,25,True
1_1_25_2_8,25,True
1_1_25_2_9,25,True
1_1_25_3_0,25,True
1_1_25_3_1,25,True
1_1_25_3_2,25,True
1_1_25_3_3,25,True
1_1_25_3_4,25,True
1_1_25_3_5,25,True
1_1_25_3_6,25,True
1_1_25_3_7,25,True
1_1_25_3_8,25,True
1_1_25_3_9,25,True
1_1_25_4_0,25,True
1_1_25_4_1,25,True
1_1_25_4_2,25,True
1_1_25_4_3,25,True
1_1_25_4_4,25,True
1_1_25_4_5,25,True
1_1_25_4_6,25,True
1_1_25_4_7,25,True
1_1_25_4_8,25,True
1_1_25_4_9,25,True
1_1_25_5_0,25,True
1_1_25_5_1,25,True
1_1_25_5_2,25,True
1_1_25_5_3,25,True
1_1_25_5_4,25,True
1_1_25_5_5,25,True
1_1_25_5_6,25,True
1_1_25_5_7,25,True
1_1_25_5_8,25,True
1_1_25_5_9,25,True
1_1_26_0_0,26,False
1_1_26_0_1,26,False
1_1_26_0_2,26,False
1_1_26_0_3,26,False
1_1_26_0_4,26,False
1_1_26_0_5,26,False
1_1_26_0_6,26,False
1_1_26_0_7,26,False
1_1_26_0_8,26,False
1_1_26_0_9,26,False
1_1_26_1_0,26,True
1_1_26_1_1,26,True
1_1_26_1_2,26,True
1_1_26_1_3,26,True
1_1_26_1_4,26,True
1_1_26_1_5,26,True
1_1_26_1_6,26,True
1_1_26_1_7,26,True
1_1_26_1_8,26,True
1_1_26_1_9,26,True
1_1_26_2_0,26,True
1_1_26_2_1,26,True
1_1_26_2_2,26,True
1_1_26_2_3,26,True
1_1_26_2_4,26,True
1_1_26_2_5,26,True
1_1_26_2_6,26,True
1_1_26_2_7,26,True
1_1_26_2_8,26,True
1_1_26_2_9,26,True
1_1_26_3_0,26,True
1_1_26_3_1,26,True
1_1_26_3_2,26,True
1_1_26_3_3,26,True
1_1_26_3_4,26,True
1_1_26_3_5,26,True
1_1_26_3_6,26,True
1_1_26_3_7,26,True
1_1_26_3_8,26,True
1_1_26_3_9,26,True
1_1_26_4_0,26,True
1_1_26_4_1,26,True
1_1_26_4_2,26,True
1_1_26_4_3,26,True
1_1_26_4_4,26,True
1_1_26_4_5,26,True
1_1_26_4_6,26,True
1_1_26_4_7,26,True
1_1_26_4_8,26,True
1_1_26_4_9,26,True
1_1_26_5_0,26,True
1_1_26_5_1,26,True
1_1_26_5_2,26,True
1_1_26_5_3,26,True
1_1_26_5_4,26,True
1_1_26_5_5,26,True
1_1_26_5_6,26,True
1_1_26_5_7,26,True
1_1_26_5_8,26,True
1_1_26_5_9,26,True
1_1_27_0_0,27,False
1_1_27_0_1,27,False
1_1_27_0_2,27,False
1_1_27_0_3,27,False
1_1_27_0_4,27,False
1_1_27_0_5,27,False
1_1_27_0_6,27,False
1_1_27_0_7,27,False
1_1_27_0_8,27,False
1_1_27_0_9,27,False
1_1_27_1_0,27,True
1_1_27_1_1,27,True
1_1_27_1_2,27,True
1_1_27_1_3,27,True
1_1_27_1_4,27,True
1_1_27_1_5,27,True
1_1_27_1_6,27,True
1_1_27_1_7,27,True
1_1_27_1_8,27,True
1_1_27_1_9,27,True
1_1_27_2_0,27,True
1_1_27_2_1,27,True
1_1_27_2_2,27,True
1_1_27_2_3,27,True
1_1_27_2_4,27,True
1_1_27_2_5,27,True
1_1_27_2_6,27,True
1_1_27_2_7,27,True
1_1_27_2_8,27,True
1_1_27_2_9,27,True
1_1_27_3_0,27,True
1_1_27_3_1,27,True
1_1_27_3_2,27,True
1_1_27_3_3,27,True
1_1_27_3_4,27,True
1_1_27_3_5,27,True
1_1_27_3_6,27,True
1_1_27_3_7,27,True
1_1_27_3_8,27,True
1_1_27_3_9,27,True
1_1_27_4_0,27,True
1_1_27_4_1,27,True
1_1_27_4_2,27,True
1_1_27_4_3,27,True
1_1_27_4_4,27,True
1_1_27_4_5,27,True
1_1_27_4_6,27,True
1_1_27_4_7,27,True
1_1_27_4_8,27,True
1_1_27_4_9,27,True
1_1_27_5_0,27,True
1_1_27_5_1,27,True
1_1_27_5_2,27,True
1_1_27_5_3,27,True
1_1_27_5_4,27,True
1_1_27_5_5,27,True
1_1_27_5_6,27,True
1_1_27_5_7,27,True
1_1_27_5_8,27,True
1_1_27_5_9,27,True
1_1_28_0_0,28,False
1_1_28_0_1,28,False
1_1_28_0_2,28,False
1_1_28_0_3,28,False
1_1_28_0_4,28,False
1_1_28_0_5,28,False
1_1_28_0_6,28,False
1_1_28_0_7,28,False
1_1_28_0_8,28,False
1_1_28_0_9,28,False
1_1_28_1_0,28,True
1_1_28_1_1,28,True
1_1_28_1_2,28,True
1_1_28_1_3,28,True
1_1_28_1_4,28,True
1_1_28_1_5,28,True
1_1_28_1_6,28,True
1_1_28_1_7,28,True
1_1_28_1_8,28,True
1_1_28_1_9,28,True
1_1_28_2_0,28,True
1_1_28_2_1,28,True
1_1_28_2_2,28,True
1_1_28_2_3,28,True
1_1_28_2_4,28,True
1_1_28_2_5,28,True
1_1_28_2_6,28,True
1_1_28_2_7,28,True
1_1_28_2_8,28,True
1_1_28_2_9,28,True
1_1_28_3_0,28,True
1_1_28_3_1,28,True
1_1_28_3_2,28,True
1_1_28_3_3,28,True
1_1_28_3_4,28,True
1_1_28_3_5,28,True
1_1_28_3_6,28,True
1_1_28_3_7,28,True
1_1_28_3_8,28,True
1_1_28_3_9,28,True
1_1_28_4_0,28,True
1_1_28_4_1,28,True
1_1_28_4_2,28,True
1_1_28_4_3,28,True
1_1_28_4_4,28,True
1_1_28_4_5,28,True
1_1_28_4_6,28,True
1_1_28_4_7,28,True
1_1_28_4_8,28,True
1_1_28_4_9,28,True
1_1_28_5_0,28,True
1_1_28_5_1,28,True
1_1_28_5_2,28,True
1_1_28_5_3,28,True
1_1_28_5_4,28,True
1_1_28_5_5,28,True
1_1_28_5_6,28,True
1_1_28_5_7,28,True
1_1_28_5_8,28,True
1_1_28_5_9,28,True
1_1_29_0_0,29,False
1_1_29_0_1,29,False
1_1_29_0_2,29,False
1_1_29_0_3,29,False
1_1_29_0_4,29,False
1_1_29_0_5,29,False
1_1_29_0_6,29,False
1_1_29_0_7,29,False
1_1_29_0_8,29,False
1_1_29_0_9,29,False
1_1_29_1_0,29,True
1_1_29_1_1,29,True
1_1_29_1_2,29,True
1_1_29_1_3,29,True
1_1_29_1_4,29,True
1_1_29_1_5,29,True
1_1_29_1_6,29,True
1_1_29_1_7,29,True
1_1_29_1_8,29,True
1_1_29_1_9,29,True
1_1_29_2_0,29,True
1_1_29_2_1,29,True
1_1_29_2_2,29,True
1_1_29_2_3,29,True
1_1_29_2_4,29,True
1_1_29_2_5,29,True
1_1_29_2_6,29,True
1_1_29_2_7,29,True
1_1_29_2_8,29,True
1_1_29_2_9,29,True
1_1_29_3_0,29,True
1_1_29_3_1,29,True
1_1_29_3_2,29,True
1_1_29_3_3,29,True
1_1_29_3_4,29,True
1_1_29_3_5,29,True
1_1_29_3_6,29,True
1_1_29_3_7,29,True
1_1_29_3_8,29,True
1_1_29_3_9,29,True
1_1_29_4_0,29,True
1_1_29_4_1,29,True
1_1_29_4_2,29,True
1_1_29_4_3,29,True
1_1_29_4_4,29,True
1_1_29_4_5,29,True
1_1_29_4_6,29,True
1_1_29_4_7,29,True
1_1_29_4_8,29,True
1_1_29_4_9,29,True
1_1_29_5_0,29,True
1_1_29_5_1,29,True
1_1_29_5_2,29,True
1_1_29_5_3,29,True
1_1_29_5_4,29,True
1_1_29_5_5,29,True
1_1_29_5_6,29,True
1_1_29_5_7,29,True
1_1_29_5_8,29,True
1_1_29_5_9,29,True
1_1_30_0_0,30,False
1_1_30_0_1,30,False
1_1_30_0_2,30,False
1_1_30_0_3,30,False
1_1_30_0_4,30,False
1_1_30_0_5,30,False
1_1_30_0_6,30,False
1_1_30_0_7,30,False
1_1_30_0_8,30,False
1_1_30_0_9,30,False
1_1_30_1_0,30,True
1_1_30_1_1,30,True
1_1_30_1_2,30,True
1_1_30_1_3,30,True
1_1_30_1_4,30,True
1_1_30_1_5,30,True
1_1_30_1_6,30,True
1_1_30_1_7,30,True
1_1_30_1_8,30,True
1_1_30_1_9,30,True
1_1_30_2_0,30,True
1_1_30_2_1,30,True
1_1_30_2_2,30,True
1_1_30_2_3,30,True
1_1_30_2_4,30,True
1_1_30_2_5,30,True
1_1_30_2_6,30,True
1_1_30_2_7,30,True
1_1_30_2_8,30,True
1_1_30_2_9,30,True
1_1_30_3_0,30,True
1_1_30_3_1,30,True
1_1_30_3_2,30,True
1_1_30_3_3,30,True
1_1_30_3_4,30,True
1_1_30_3_5,30,True
1_1_30_3_6,30,True
1_1_30_3_7,30,True
1_1_30_3_8,30,True
1_1_30_3_9,30,True
1_1_30_4_0,30,True
1_1_30_4_1,30,True
1_1_30_4_2,30,True
1_1_30_4_3,30,True
1_1_30_4_4,30,True
1_1_30_4_5,30,True
1_1_30_4_6,30,True
1_1_30_4_7,30,True
1_1_30_4_8,30,True
1_1_30_4_9,30,True
1_1_30_5_0,30,True
1_1_30_5_1,30,True
1_1_30_5_2,30,True
1_1_30_5_3,30,True
1_1_30_5_4,30,True
1_1_30_5_5,30,True
1_1_30_5_6,30,True
1_1_30_5_7,30,True
1_1_30_5_8,30,True
1_1_30_5_9,30,True
1_1_31_0_0,31,False
1_1_31_0_1,31,False
1_1_31_0_2,31,False
1_1_31_0_3,31,False
1_1_31_0_4,31,False
1_1_31_0_5,31,False
1_1_31_0_6,31,False
1_1_31_0_7,31,False
1_1_31_0_8,31,False
1_1_31_0_9,31,False
1_1_31_1_0,31,True
1_1_31_1_1,31,True
1_1_31_1_2,31,True
1_1_31_1_3,31,True
1_1_31_1_4,31,True
1_1_31_1_5,31,True
1_1_31_1_6,31,True
1_1_31_1_7,31,True
1_1_31_1_8,31,True
1_1_31_1_9,31,True
1_1_31_2_0,31,True
1_1_31_2_1,31,True
1_1_31_2_2,31,True
1_1_31_2_3,31,True
1_1_31_2_4,31,True
1_1_31_2_5,31,True
1_1_31_2_6,31,True
1_1_31_2_7,31,True
1_1_31_2_8,31,True
1_1_31_2_9,31,True
1_1_31_3_0,31,True
1_1_31_3_1,31,True
1_1_31_3_2,31,True
1_1_31_3_3,31,True
1_1_31_3_4,31,True
1_1_31_3_5,31,True
1_1_31_3_6,31,True
1_1_31_3_7,31,True
1_1_31_3_8,31,True
1_1_31_3_9,31,True
1_1_31_4_0,31,True
1_1_31_4_1,31,True
1_1_31_4_2,31,True
1_1_31_4_3,31,True
1_1_31_4_4,31,True
1_1_31_4_5,31,True
1_1_31_4_6,31,True
1_1_31_4_7,31,True
1_1_31_4_8,31,True
1_1_31_4_9,31,True
1_1_31_5_0,31,True
1_1_31_5_1,31,True
1_1_31_5_2,31,True
1_1_31_5_3,31,True
1_1_31_5_4,31,True
1_1_31_5_5,31,True
1_1_31_5_6,31,True
1_1_31_5_7,31,True
1_1_31_5_8,31,True
1_1_31_5_9,31,True
1_1_32_0_0,32,False
1_1_32_0_1,32,False
1_1_32_0_2,32,False
1_1_32_0_3,32,False
1_1_32_0_4,32,False
1_1_32_0_5,32,False
1_1_32_0_6,32,False
1_1_32_0_7,32,False
1_1_32_0_8,32,False
1_1_32_0_9,32,False
1_1_32_1_0,32,True
1_1_32_1_1,32,True
1_1_32_1_2,32,True
1_1_32_1_3,32,True
1_1_32_1_4,32,True
1_1_32_1_5,32,True
1_1_32_1_6,32,True
1_1_32_1_7,32,True
1_1_32_1_8,32,True
1_1_32_1_9,32,True
1_1_32_2_0,32,True
1_1_32_2_1,32,True
1_1_32_2_2,32,True
1_1_32_2_3,32,True
1_1_32_2_4,32,True
1_1_32_2_5,32,True
1_1_32_2_6,32,True
1_1_32_2_7,32,True
1_1_32_2_8,32,True
1_1_32_2_9,32,True
1_1_32_3_0,32,True
1_1_32_3_1,32,True
1_1_32_3_2,32,True
1_1_32_3_3,32,True
1_1_32_3_4,32,True
1_1_32_3_5,32,True
1_1_32_3_6,32,True
1_1_32_3_7,32,True
1_1_32_3_8,32,True
1_1_32_3_9,32,True
1_1_32_4_0,32,True
1_1_32_4_1,32,True
1_1_32_4_2,32,True
1_1_32_4_3,32,True
1_1_32_4_4,32,True
1_1_32_4_5,32,True
1_1_32_4_6,32,True
1_1_32_4_7,32,True
1_1_32_4_8,32,True
1_1_32_4_9,32,True
1_1_32_5_0,32,True
1_1_32_5_1,32,True
1_1_32_5_2,32,True
1_1_32_5_3,32,True
1_1_32_5_4,32,True
1_1_32_5_5,32,True
1_1_32_5_6,32,True
1_1_32_5_7,32,True
1_1_32_5_8,32,True
1_1_32_5_9,32,True
1_1_33_0_0,33,False
1_1_33_0_1,33,False
1_1_33_0_2,33,False
1_1_33_0_3,33,False
1_1_33_0_4,33,False
1_1_33_0_5,33,False
1_1_33_0_6,33,False
1_1_33_0_7,33,False
1_1_33_0_8,33,False
1_1_33_0_9,33,False
1_1_33_1_0,33,True
1_1_33_1_1,33,True
1_1_33_1_2,33,True
1_1_33_1_3,33,True
1_1_33_1_4,33,True
1_1_33_1_5,33,True
1_1_33_1_6,33,True
